Id,Label,month
2024-03-08_819.txt,"Israel’s war on Gaza: List of key events, day 154",3
2024-03-05_856.txt,"Israel’s war on Gaza: List of key events, day 151",3
2024-03-06_846.txt,"Israel’s war on Gaza: List of key events, day 152",3
2024-03-30_214.txt,"Israel’s war on Gaza: List of key events, day 176",3
2024-02-19_1031.txt,"Israel’s war on Gaza: List of key events, day 136",2
2024-02-01_1211.txt,"Israel’s war on Gaza: List of key events, day 118",2
2024-02-03_1189.txt,"Israel’s war on Gaza: List of key events, day 120",2
2024-02-05_1175.txt,"Israel’s war on Gaza: List of key events, day 122",2
2024-02-02_1201.txt,"Israel’s war on Gaza: List of key events, day 119",2
2024-02-06_1170.txt,"Israel’s war on Gaza: List of key events, day 123",2
2024-02-07_1162.txt,"Israel’s war on Gaza: List of key events, day 124",2
2024-01-04_1505.txt,"Israel’s war on Gaza: List of key events, day 90",1
2024-01-06_1490.txt,"Israel’s war on Gaza: List of key events, day 92",1
2024-01-23_1304.txt,"Israel’s war on Gaza: List of key events, day 109",1
2024-01-20_1339.txt,"Israel’s war on Gaza: List of key events, day 106",1
2024-02-20_1012.txt,"Israel’s war on Gaza: List of key events, day 137",2
2024-03-17_334.txt,"Is­rael’s war on Gaza: List of key events, day 163",3
2024-02-04_1183.txt,"Israel’s war on Gaza: List of key events, day 121",2
2024-02-12_1118.txt,"Israel’s war on Gaza: List of key events, day 129",2
2024-01-12_1429.txt,"Israel’s war on Gaza: List of key events, day 98",1
2024-01-13_1413.txt,"Israel’s war on Gaza: List of key events, day 99",1
2024-01-07_1480.txt,"Israel’s war on Gaza: List of key events, day 93",1
2024-01-10_1456.txt,"Israel’s war on Gaza: List of key events, day 96",1
2024-02-28_919.txt,"Israel’s war on Gaza: List of key events, day 145",2
2024-01-24_1295.txt,"Israel’s war on Gaza: List of key events, day 110",1
2024-01-28_1248.txt,"Israel’s war on Gaza: List of key events, day 114",1
2024-03-10_399.txt,"Is­rael’s war on Gaza: List of key events, day 156",3
2024-02-26_946.txt,"Israel’s war on Gaza: List of key events, day 143",2
2024-03-24_272.txt,"Is­rael’s war on Gaza: List of key events, day 170",3
2024-03-29_220.txt,"Israel’s war on Gaza: List of key events, day 175",3
2024-03-14_358.txt,"Is­rael’s war on Gaza: List of key events, day 160",3
2024-02-21_1004.txt,"Israel’s war on Gaza: List of key events, day 138",2
2024-04-04_153.txt,"Israel’s war on Gaza: List of key events, day 181",4
2024-03-31_203.txt,"Israel’s war on Gaza: List of key events, day 177",3
2024-04-10_81.txt,"Israel’s war on Gaza: List of key events, day 187",4
2024-04-07_116.txt,"Israel’s war on Gaza: List of key events, day 184",4
2024-04-16_23.txt,"Israel’s war on Gaza: List of key events, day 193",4
2024-04-11_71.txt,"Israel’s war on Gaza: List of key events, day 188",4
2024-03-12_380.txt,"Is­rael’s war on Gaza: List of key events, day 158",3
2024-04-06_125.txt,"Israel’s war on Gaza: List of key events, day 183",4
2024-04-05_140.txt,"Israel’s war on Gaza: List of key events, day 182",4
2024-02-16_1067.txt,"Israel’s war on Gaza: List of key events, day 133",2
2024-03-22_285.txt,"Is­rael’s war on Gaza: List of key events, day 168",3
2024-02-15_1072.txt,"Israel’s war on Gaza: List of key events, day 132",2
2024-03-16_343.txt,"Is­rael’s war on Gaza: List of key events, day 162",3
2024-02-24_965.txt,"Israel’s war on Gaza: List of key events, day 141",2
2024-03-23_277.txt,"Is­rael’s war on Gaza: List of key events, day 169",3
2024-03-28_234.txt,"Israel’s war on Gaza: List of key events, day 174",3
2024-03-21_300.txt,"Is­rael’s war on Gaza: List of key events, day 167",3
2024-03-11_390.txt,"Is­rael’s war on Gaza: List of key events, day 157",3
2024-03-17_338.txt,Israel’s war on Gaza updates: Rafah invasion to be ‘avoided at all costs’,3
2024-03-16_344.txt,Israel’s war on Gaza updates: ‘Humanitarian catastrophe’ must not escalate,3
2024-03-22_289.txt,"Israel’s war on Gaza updates: Russia, China veto US resolution on Gaza",3
2024-03-20_313.txt,Israel’s war on Gaza updates: Israel ‘negative’ on Hamas truce proposal,3
2024-03-12_381.txt,Israel’s war on Gaza updates: ‘This war is a war on children’ – UN,3
2024-03-21_301.txt,Israel’s war on Gaza updates: ‘Rafah is Gaza’s last hope’ – UNICEF,3
2024-03-23_278.txt,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,3
2024-03-25_267.txt,Israel’s war on Gaza updates: UN expert reports on genocidal acts in Gaza,3
2024-03-26_257.txt,Israel’s war on Gaza updates: Israel says Hamas chief killed on March 10,3
2024-03-27_248.txt,Israel’s war on Gaza updates: Ceasefire hopes ‘drowned out by bombs’,3
2024-03-28_237.txt,Israel’s war on Gaza updates: ICJ again orders Israel to ensure aid to Gaza,3
2024-03-30_616.txt,Israel’s war on Gaza updates: Ceasefire talks to resume in Egypt,3
2024-03-29_225.txt,Israel’s war on Gaza updates: Deadly strike on centre housing displaced,3
2024-04-03_165.txt,Israel’s war on Gaza updates: 6 months of war sees children deprived of aid,4
2024-03-31_207.txt,Israel’s war on Gaza updates: Israeli army says Hezbollah commander killed,3
2024-04-02_184.txt,Israel’s war on Gaza updates: Aid workers killed amid ‘man-made famine’,4
2024-04-01_196.txt,Israel’s war on Gaza updates: New Israeli law paves way for Al Jazeera ban,4
2024-04-04_157.txt,Israel’s war on Gaza updates: Biden threatens policy change on Gaza,4
2024-04-07_120.txt,Israel’s war on Gaza updates: Israel says troops moved for new operations,4
2024-04-05_143.txt,Israel’s war on Gaza updates: ‘Scattered measures’ for Gaza aid not enough,4
2024-04-06_126.txt,Israel’s war on Gaza updates: Hamas sending team to Egypt ceasefire talks,4
2024-04-08_107.txt,Israel’s war on Gaza updates: Netanyahu says date set for Rafah offensive,4
2024-04-09_94.txt,"Israel’s war on Gaza updates: Israel blocked half of March food convoys, UN",4
2024-04-16_25.txt,Israel’s war on Gaza updates: Israeli attack on Gaza police vehicle kills 9,4
2024-04-15_35.txt,Israel’s war on Gaza updates: New mass grave found at al-Shifa Hospital,4
2024-03-06_847.txt,Israel’s war on Gaza updates: South Africa asks ICJ to prevent famine,3
2023-11-07_2527.txt,Israel-Hamas war updates: Israeli leaders vow to keep up Gaza bombardments,11
2023-12-14_1772.txt,"Israel-Hamas war updates: Netanyahu thanks US for support, weapons",12
