filename-1,filename-2,similarity,title-1,year-1,month-1,day-1,title-2,year-2,month-2,day-2
2023-12-01_1993.txt,2023-12-04_1939.txt,1.0000000000000004,"Israel-Hamas war: List of key events, day 56",2023,12,1,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-12-03_1954.txt,2023-12-04_1939.txt,1.0000000000000004,"Israel-Hamas war: List of key events, day 58",2023,12,3,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-03_2619.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 28",2023,11,3,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-01_2677.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 26",2023,11,1,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-08_2496.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 33",2023,11,8,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-02_2642.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 27",2023,11,2,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-05_2567.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 30",2023,11,5,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-07_2521.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 32",2023,11,7,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-04_2588.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 29",2023,11,4,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-06_2547.txt,2023-12-04_1939.txt,0.7971563955686475,"Israel-Hamas war: List of key events, day 31",2023,11,6,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-10-13_3166.txt,2023-12-04_1939.txt,0.7358889709770678,"Israel-Hamas war: List of key events, day 7",2023,10,13,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-30_2007.txt,2023-12-04_1939.txt,0.9384609359182496,"Israel-Hamas war: List of key events, day 55",2023,11,30,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-10-20_2978.txt,2023-12-04_1939.txt,0.7200338360039531,"Israel-Hamas war: List of key events, day 14",2023,10,20,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-10-16_3104.txt,2023-12-04_1939.txt,0.7152208445361109,"Israel-Hamas war: List of key events, day 10",2023,10,16,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-27_2068.txt,2023-12-04_1939.txt,0.8693097234114189,"Israel-Hamas war: List of key events, day 52",2023,11,27,"Israel-Hamas war: List of key events, day 59",2023,12,4
2023-11-25_2097.txt,2023-12-04_1939.txt,0.866412503833609,"Israel-Hamas war: List of key events, day 50",2023,11,25,"Israel-Hamas war: List of key events, day 59",2023,12,4
